"","demvotesh","demelected","demmvlag","year","campaign_funding"
"6348",71.0358,1,0.1217758,2000,3991.2933551922
"6349",98.93925,1,0.4127583,2000,3132.05474785739
"6350",99.28242,1,0.7012889,2000,7579.29964081919
"6351",77.59411,1,0.9882815,2000,3588.11875236457
"6352",74.13193,1,0.4009585,2000,2882.19273840989
"6353",58.3851,1,0.191613,2000,3518.21155182338
"6354",33.23963,0,-0.3898522,2000,1293.84308815364
"6355",33.05148,0,-0.4837679,2000,3283.42256498901
"6356",29.13124,0,-0.9131969,2000,865.349190244551
"6357",74.29169,1,0.4411831,2000,398.841473110402
"6358",29.20729,0,-0.4203134,2000,2146.42039616819
"6359",35.71636,0,-0.1738238,2000,1097.40327390607
"6360",48.74819,1,0.187649,2000,1476.86974026893
"6361",61.09189,1,0.140008,2000,2090.34711480491
"6362",64.41302,1,0.0710424,2000,1883.1121867818
"6363",40.50023,0,-0.3018414,2000,1136.13378075534
"6364",64.33113,1,0.1383375,2000,1597.58430946917
"6365",64.67491,1,0.1838824,2000,1402.91180944044
"6366",89.07526,1,0.758274,2000,1411.00675458768
"6367",88.57204,1,0.7664184,2000,2392.57843354491
"6368",70.96812,1,0.3557299,2000,767.699262698784
"6369",41.64451,0,-0.0950926,2000,839.262045069509
"6370",48.045,1,0.1893447,2000,2599.50094527449
"6371",29.84817,0,-0.4843687,2000,3881.52381708725
"6372",48.04136,1,0.1390555,2000,2052.39062201768
"6373",69.22691,1,0.3929011,2000,1539.83754954868
"6374",49.55821,1,0.0398453,2000,957.334185989828
"6375",68.67791,1,0.4361616,2000,2999.38331241292
"6376",67.84864,1,0.3952967,2000,2473.76766925937
"6377",28.58927,0,-0.3654374,2000,2958.60119612244
"6378",65.07354,1,0.4243984,2000,2300.47223784461
"6379",25.74169,0,-0.8457357,2000,2705.87835892324
"6380",58.14685,1,0.0852849,2000,2632.20958947216
"6381",78.84153,1,0.5867748,2000,1695.0698596782
"6382",75.2081,1,0.4814436,2000,2311.81586773402
"6383",42.42104,0,-0.4169459,2000,3744.59346062488
"6384",57.83868,1,0.1378883,2000,1252.72156730876
"6385",66.92899,1,0.4379584,2000,2899.82343769694
"6386",68.84986,1,0.3496177,2000,3677.79972014596
"6387",46.77582,1,0.4414167,2000,2285.3858638164
"6388",23.91426,0,-0.4828273,2000,1174.82484727596
"6389",28.9491,0,-0.2693005,2000,1341.37019270057
"6390",38.29155,0,-0.2673057,2000,2166.72382759165
"6391",46.27536,0,-0.0864875,2000,273.377198929269
"6392",31.04372,0,-0.4709464,2000,3492.41508784317
"6393",31.05356,0,-0.3132458,2000,2110.21295363443
"6394",15.73395,0,-0.8433964,2000,2426.33816445503
"6395",51.68015,1,0.0358513,2000,3793.4254519096
"6396",29.88434,0,-0.8105024,2000,2513.88057853966
"6397",45.06989,0,-0.3366843,2000,3564.12383453903
"6398",40.64259,0,-0.0837981,2000,2542.29039692713
"6399",76.19211,1,0.5061049,2000,4417.99900945636
"6400",31.91325,0,-0.351096,2000,2149.35703054652
"6401",41.17293,0,-0.2687629,2000,2867.42608739468
"6402",35.06878,0,-0.2721675,2000,3932.49466410853
"6403",30.43117,0,-0.3046254,2000,3149.62880448736
"6404",67.52283,1,0.1672992,2000,4808.943758921
"6405",45.57408,0,-0.0808892,2000,658.562370412108
"6406",66.99278,1,0.2663261,2000,2348.35655001679
"6407",67.93119,1,0.3076015,2000,7824.17263105767
"6408",87.52211,1,0.7266027,2000,4154.71761467545
"6409",29.5642,0,-0.3809466,2000,2656.36260997496
"6410",48.73009,1,0.0287471,2000,4051.39916600342
"6411",78.69343,1,0.6341505,2000,5903.84987977857
"6412",43.25206,0,-0.0655474,2000,2177.77112918078
"6413",41.88721,0,-0.1585111,2000,1492.3852022777
"6414",67.17773,1,0.0989345,2000,1719.78107028469
"6415",40.60825,0,-0.2826101,2000,2360.58706513291
"6416",47.94415,0,-0.3670253,2000,1111.20265272925
"6417",39.8402,0,-0.2940515,2000,2006.94409070699
"6418",60.5537,1,0.059866,2000,2631.32413189074
"6419",67.95384,1,0.3190802,2000,605.897536408619
"6420",71.68312,1,0.4341014,2000,447.857774421298
"6421",81.24226,1,0.7200508,2000,4593.32705679325
"6422",68.43783,1,0.4300817,2000,407.843640345427
"6423",90.15267,1,0.8613275,2000,1773.44197263889
"6424",87.00615,1,0.8133989,2000,4207.8441468926
"6425",87.08923,1,0.7199322,2000,3197.95400024358
"6426",33.87177,0,-0.3060059,2000,4241.35398073649
"6427",73.91139,1,0.5477183,2000,1473.76439591696
"6428",91.88008,1,0.8728832,2000,3262.52789775592
"6429",95.8111,1,0.9196656,2000,2035.61216477781
"6430",89.71036,1,0.7600235,2000,3245.00410339523
"6431",67.25684,1,0.6553088,2000,1453.04220509807
"6432",35.9066,0,-0.2865306,2000,880.047656976622
"6433",40.09863,0,-0.1951226,2000,3784.04387310587
"6434",74.39959,1,0.4844258,2000,3049.41268646575
"6435",32.09645,0,-0.1325789,2000,1312.33869182733
"6436",18.55732,0,-0.8076524,2000,5034.15380409858
"6437",22.93286,0,-0.5800613,2000,1384.76033116529
"6438",29.30082,0,-0.3878453,2000,2642.65622994058
"6439",61.96294,1,0.3050588,2000,646.720840046451
"6440",30.70345,0,-0.1464105,2000,1042.19195447943
"6441",65.70676,1,0.3402032,2000,1103.80277247653
"6442",61.25821,1,0.1627524,2000,4352.97456018806
"6443",32.87859,0,-0.3554982,2000,568.570800406056
"6444",22.66097,0,-0.4266866,2000,1225.79699451262
"6445",65.64059,1,0.2526344,2000,1915.94290057038
"6446",58.26484,1,0.1572713,2000,1260.42147930931
"6447",37.31728,0,-0.2482211,2000,2729.66608143238
"6448",61.64574,1,0.1586768,2000,4134.82797007803
"6449",69.74693,1,0.8250202,2000,3814.54089851258
"6450",43.99058,0,-0.0253748,2000,1974.02486345998
"6451",30.0439,0,-0.3976575,2000,776.036908562875
"6452",29.45134,0,-0.8558237,2000,6356.39655556208
"6453",42.13351,0,-0.1436745,2000,1576.73543610142
"6454",64.82137,1,0.1375707,2000,1672.64412406154
"6455",52.92097,1,0.1510513,2000,4406.19728416075
"6456",44.60777,0,-0.059728,2000,4673.52718614219
"6457",23.09244,0,-0.5158738,2000,3592.36671672659
"6458",82.95612,1,0.386386,2000,1342.55805093029
"6459",29.0068,0,-0.2761878,2000,1139.21813408084
"6460",25.53547,0,-0.3337888,2000,4130.72932417527
"6461",57.71571,1,0.1392367,2000,1370.63608392556
"6462",25.08609,0,-0.3950261,2000,1237.36603172431
"6463",26.17142,0,-0.4149847,2000,2758.03019354904
"6464",74.80074,1,0.6236988,2000,1580.05434010215
"6465",74.99854,1,0.3354352,2000,2004.89244788129
"6466",84.81544,1,0.6743711,2000,2767.11008869917
"6467",43.82617,0,-0.3434618,2000,3462.70838741862
"6468",64.58765,1,0.2309459,2000,868.846353851486
"6469",64.8378,1,0.2544404,2000,2943.05549222011
"6470",27.89748,0,-0.3725227,2000,1990.7949175842
"6471",26.75299,0,-0.2800357,2000,2459.97965863632
"6472",49.9562,1,0.3638774,2000,4131.39630679157
"6473",33.5012,0,-0.2053812,2000,4290.0073254156
"6474",27.98711,0,-0.3284645,2000,522.778106008572
"6475",29.24577,0,-0.235659,2000,1201.3389762484
"6476",54.89581,0,-0.1789983,2000,1135.71193551176
"6477",31.19692,0,-0.2302056,2000,4731.87061971045
"6478",27.17807,0,-0.3635097,2000,2829.10066385264
"6479",39.15347,0,-0.3177092,2000,2134.55966950142
"6480",58.28328,1,0.0299212,2000,3493.18126309762
"6481",26.12886,0,-0.2666716,2000,1624.9713992805
"6482",66.76808,1,0.6786274,2000,1884.10483051375
"6483",68.02536,1,0.4156973,2000,4868.34413683483
"6484",56.76998,1,0.1436415,2000,1844.32843843558
"6485",88.25063,1,0.6457099,2000,2218.18162216775
"6486",98.00048,1,0.7305412,2000,4871.4027843568
"6487",68.74562,1,0.1869962,2000,696.206260645881
"6488",40.97709,1,0.2764511,2000,1683.92508203202
"6489",66.29218,1,0.2200382,2000,2158.86807577886
"6490",35.18681,0,-0.436095,2000,582.216725767638
"6491",38.59346,0,-0.3061876,2000,2695.76793928689
"6492",47.41508,0,-0.0029759,2000,2190.11008361805
"6493",66.41734,1,0.3367527,2000,928.334475007978
"6494",70.83933,1,0.3698665,2000,4628.5125625843
"6495",52.7644,1,0.049813,2000,3450.80890994749
"6496",99.85381,1,0.2222368,2000,3244.79028044544
"6497",46.74684,0,-0.0996934,2000,973.10841816232
"6498",33.05055,0,-0.4106772,2000,196.692140040074
"6499",28.47372,0,-0.998471,2000,2670.92163576291
"6500",69.40513,1,0.3537847,2000,4698.12042212101
"6501",26.45408,0,-0.3902757,2000,2044.70867626695
"6502",64.37021,1,0.9961255,2000,2903.80945156901
"6503",39.16378,0,-0.2677598,2000,4052.14889513813
"6504",66.66667,1,0.3911444,2000,786.145427818543
"6505",62.22482,1,0.4722206,2000,1615.90844888488
"6506",35.69817,0,-0.9103797,2000,1458.26418858212
"6507",40.842,0,-0.1679169,2000,5339.09106078695
"6508",30.31031,0,-0.9968945,2000,1295.84143283423
"6509",58.78344,1,0.1753609,2000,446.915167791306
"6510",71.76057,1,0.4676041,2000,484.051186233253
"6511",24.88269,0,-0.501659,2000,1065.72753512279
"6512",34.61451,0,-0.3335735,2000,1475.93041705497
"6513",33.05202,0,-0.1915263,2000,2033.72935524225
"6514",72.48814,1,0.6561452,2000,704.037787004951
"6515",62.10431,1,0.0929742,2000,2110.9423831135
"6516",29.14199,0,-0.9948141,2000,2854.13215425868
"6517",72.25716,1,0.9994273,2000,1063.6089089449
"6518",99.97488,1,0.5987555,2000,1399.72029905396
"6519",55.77442,1,0.1882423,2000,3028.0449152505
"6520",91.08707,1,0.1766973,2000,2540.84422835527
"6521",25.67154,0,-0.9120519,2000,1337.29552843766
"6522",60.31429,1,0.1668171,2000,3958.19525609357
"6523",44.43423,0,-0.1232617,2000,4346.50493633178
"6524",24.41501,0,-0.9332806,2000,408.082695679994
"6525",59.20543,1,0.2733608,2000,1494.57204066027
"6526",84.55224,1,0.7042162,2000,4097.76448628763
"6527",54.83263,1,0.6486565,2000,800.425811846735
"6528",35.9799,0,-0.2566896,2000,667.777185340105
"6529",31.14658,0,-0.3692599,2000,2969.3227163142
"6530",40.28923,0,-0.10758,2000,590.456762624392
"6531",88.47802,1,0.1671493,2000,5125.30874979938
"6532",68.30004,1,0.7582034,2000,5346.22809914357
"6533",59.02754,1,0.08293,2000,1595.69294895083
"6534",76.49294,1,0.7989197,2000,3441.3672359343
"6535",87.69151,1,0.276103,2000,1503.96543174114
"6536",22.16104,0,-0.913841,2000,4198.6235399983
"6537",36.15175,0,-0.3151277,2000,4084.50336589637
"6538",38.79675,0,-0.2867504,2000,191.859837992254
"6539",61.7869,1,0.1654829,2000,5668.29119990445
"6540",60.11262,1,0.165332,2000,3178.3167965062
"6541",25.60385,0,-0.8814627,2000,3581.06842173393
"6542",63.38035,1,0.2808476,2000,1509.19460722443
"6543",89.03805,1,0.8108704,2000,5143.06241496304
"6544",73.3189,1,0.8550524,2000,3248.37138149108
"6545",91.76369,1,0.4547221,2000,1861.52904082024
"6546",27.20689,0,-0.3726501,2000,1507.13336237534
"6547",55.86303,0,-0.0929965,2000,2254.19074230971
"6548",37.30682,0,-0.7689726,2000,309.035134737294
"6549",5.264569,0,-0.6711801,2000,4155.35236497415
"6550",37.03187,0,-0.7643043,2000,2077.51615656017
"6551",47.96288,1,0.885811,2000,5639.06798521399
"6552",97.70804,1,0.5193673,2000,1006.70583035776
"6553",98.90148,1,0.9394404,2000,1528.93984066037
"6554",30.7407,1,0.9787499,2000,2852.55443255086
"6555",32.97602,0,-0.7870547,2000,3160.80207292822
"6556",63.34052,1,0.3362773,2000,2393.68360768133
"6557",69.84227,1,0.2183042,2000,5636.98174199656
"6558",34.34814,0,-0.8170741,2000,2863.21239343333
"6559",54.55195,1,0.0565895,2000,4071.45019182949
"6560",50.00921,0,-0.103819,2000,8377.88426917485
"6561",56.40195,1,0.09313,2000,2740.66350448151
"6562",37.25373,0,-0.4465955,2000,230.516269119844
"6563",38.89234,0,-0.1888408,2000,3350.91388118262
"6564",64.72108,1,0.3674493,2000,2193.27015316829
"6565",72.78535,1,0.7642308,2000,549.186106678042
"6566",35.63851,0,-0.1946498,2000,4068.27990696958
"6567",61.67478,1,0.2937777,2000,2101.16585361296
"6568",87.78206,1,0.6936203,2000,266.005660616922
"6569",45.91891,1,0.5157506,2000,3635.36022120177
"6570",91.30583,1,0.7319854,2000,1436.02331161631
"6571",33.31634,0,-0.143783,2000,1992.49036191092
"6572",51.36441,1,0.0579585,2000,2031.25811143094
"6573",63.73893,1,0.4305147,2000,2115.43717345146
"6574",60.76616,1,0.1596871,2000,4167.20817182449
"6575",77.68213,1,0.5658171,2000,3797.05400126428
"6576",34.87781,0,-0.9259647,2000,1625.19541618233
"6577",63.26593,1,0.2125272,2000,2958.58161870466
"6578",25.26527,0,-0.092133,2000,725.335659351728
"6579",25.88304,0,-0.9127227,2000,1753.22542500274
"6580",28.5608,0,-0.1910699,2000,1771.20270582204
"6581",37.77947,0,-0.9125907,2002,2817.22805384161
"6582",29.52411,0,-0.3901975,2002,3146.57303070302
"6583",48.20084,0,-0.8690294,2002,1402.60193507833
"6584",73.28394,1,0.7761009,2002,4811.87362476843
"6585",92.43938,1,0.5140586,2002,622.838196444461
"6586",17.28269,0,-0.5302249,2002,382.283599044771
"6587",45.64163,0,-0.1123359,2002,3394.87592040436
"6588",36.54703,1,0.4163289,2002,2663.72035090946
"6589",30.28745,0,-0.3433818,2002,5980.06071436708
"6590",67.38364,0,-0.3125008,2002,1063.02153276373
"6591",36.25127,0,-0.2483302,2002,1243.42968336104
"6592",31.56962,0,-0.2577927,2002,3180.02431011122
"6593",NA,NA,NA,NA,NA
"6594",NA,NA,NA,NA,NA
"6595",66.8362,1,0.2041899,2002,1049.26125350565
"6596",92.92177,1,0.1507598,2002,3897.77137293378
"6597",60.56232,1,0.0194476,2002,433.741739698526
"6598",64.0706,1,0.3704055,2002,3847.54252096331
"6599",29.30692,0,-0.3755902,2002,2692.48575328768
"6600",34.4432,0,-0.1572104,2002,3783.75796868872
"6601",31.88538,0,-0.3195942,2002,1422.85615133433
"6602",70.47227,1,0.4254902,2002,4227.08534239764
"6603",66.68639,1,0.3600866,2002,3633.7882316846
"6604",70.7124,1,0.553372,2002,6568.86287714152
"6605",79.58315,1,0.7266883,2002,1918.00876295417
"6606",81.41352,1,0.7515444,2002,1281.11604473479
"6607",75.59346,1,0.0838727,2002,3162.66099080635
"6608",39.68533,0,-0.197002,2002,2806.7269416648
"6609",68.13413,1,0.5374678,2002,747.453916889286
"6610",71.05888,1,0.4614515,2002,245.524957742727
"6611",68.18288,1,0.4446326,2002,1530.86914211215
"6612",65.76506,1,0.1210575,2002,1350.54003234428
"6613",67.01795,1,0.4876804,2002,2795.55047248549
"6614",68.07416,1,0.4390784,2002,3055.19178753833
"6615",51.26331,1,0.3578923,2002,2146.39438746317
"6616",30.03954,0,-0.3321385,2002,6081.06148251618
"6617",63.69801,1,0.0685349,2002,2895.11761081043
"6618",26.23553,0,-0.4682119,2002,4149.39266846898
"6619",23.73193,1,0.0879915,2002,4442.85642240435
"6620",59.02529,0,-0.1337396,2002,3306.08348557678
"6621",31.75843,1,0.3619927,2002,4263.11545713375
"6622",31.10443,0,-0.2904551,2002,4230.08385199248
"6623",33.49228,1,0.6813897,2002,1809.94698321422
"6624",61.96288,1,0.0889356,2002,1477.80341333223
"6625",71.39635,0,-0.1693624,2002,2851.22249484423
"6626",62.55996,1,0.5646954,2002,1323.74201829085
"6627",70.37119,1,0.7149219,2002,4509.44139503953
"6628",81.15195,1,0.5870485,2002,2166.55360728975
"6629",68.79488,1,0.7143083,2002,1831.42895488324
"6630",82.54945,1,0.7300443,2002,2670.58088420921
"6631",74.03683,1,0.4877188,2002,2130.44185551634
"6632",77.51132,1,0.7571054,2002,1594.44749456838
"6633",61.3547,1,0.0186174,2002,428.155173064701
"6634",72.91523,1,0.7107217,2002,1755.43741948467
"6635",71.11455,0,-0.0098156,2002,1714.20052366404
"6636",54.8067,0,-0.3122501,2002,1209.59790878847
"6637",29.46751,0,-0.7992138,2002,477.863189416343
"6638",29.62747,0,-0.2158251,2002,2023.18799249391
"6639",28.97842,1,0.246383,2002,1922.90089467176
"6640",66.39449,0,-0.7366129,2002,1701.4582605635
"6641",31.56239,0,-0.2124224,2002,2516.92695359814
"6642",32.72,0,-0.2972354,2002,594.85336258847
"6643",34.54458,1,0.2519331,2002,3956.30072177224
"6644",60.56172,0,-0.3552049,2002,3529.38123591366
"6645",28.43681,0,-0.3310183,2002,1109.03505285378
"6646",32.34203,1,0.4062823,2002,2188.55083124346
"6647",57.92658,0,-0.3393702,2002,2118.96830385908
"6648",25.75351,0,-0.3340394,2002,3434.74335442474
"6649",NA,NA,NA,NA,NA
"6650",66.27631,1,0.4143698,2002,5970.7290133939
"6651",60.09284,1,0.1638445,2002,1416.28842509694
"6652",31.27007,0,-0.3678291,2002,3860.59498131087
"6653",41.67512,0,-0.7949553,2002,2934.52321968209
"6654",24.68472,0,-0.8270407,2002,2738.04819547013
"6655",30.0323,0,-0.1175036,2002,1112.10747517896
"6656",NA,NA,NA,NA,NA
"6657",66.78533,1,0.438321,2002,1516.7000083231
"6658",45.90987,0,-0.0126605,2002,3167.82410203094
"6659",65.57746,1,0.4439541,2002,1666.00001441268
"6660",35.56789,0,-0.1677468,2002,329.586372374951
"6661",43.26296,1,0.093332,2002,4354.81607671932
"6662",26.71176,0,-0.3681982,2002,688.146823060312
"6663",25.39853,0,-0.9953151,2002,2933.81311548105
"6664",66.90321,1,0.4422054,2002,1824.80910390642
"6665",59.28572,1,0.1517432,2002,2390.72617506472
"6666",46.23927,1,0.2854404,2002,1030.83302114714
"6667",34.64472,0,-0.9989775,2002,4278.25195235422
"6668",40.42231,0,-0.2642187,2002,3985.47318783167
"6669",34.86308,0,-0.0160508,2002,1513.05476521053
"6670",28.53195,0,-0.8190145,2002,1626.23949885011
"6671",45.20683,0,-0.277045,2002,1676.98309200499
"6672",36.84728,0,-0.1959558,2002,1811.50675704827
"6673",99.93587,1,0.9999404,2002,4315.51754988917
"6674",28.60862,0,-0.9997965,2002,1298.23192792238
"6675",72.15916,1,0.4324169,2002,4757.76394967809
"6676",38.35064,0,-0.0028374,2002,998.056251583207
"6677",77.48798,1,0.526902,2002,807.816623657373
"6678",NA,NA,NA,NA,NA
"6679",NA,NA,NA,NA,NA
"6680",27.85386,0,-0.3827995,2002,5766.19192122333
"6681",50.51186,0,-0.2699171,2002,2878.09088700879
"6682",77.02924,1,0.2144908,2002,989.281780451336
"6683",20.0943,0,-0.4950432,2002,1212.48209405166
"6684",21.07453,0,-0.1051692,2002,2843.25325917676
"6685",21.66913,0,-0.1783964,2002,2165.79272838984
"6686",27.15743,0,-0.5042931,2002,2179.59242018258
"6687",NA,NA,NA,NA,NA
"6688",NA,NA,NA,NA,NA
"6689",72.85498,1,0.4041376,2002,729.556057328174
"6690",56.16203,1,0.2562353,2002,1838.46091394533
"6691",38.93888,0,-0.3344187,2002,1225.00977692174
"6692",29.04687,0,-0.4478794,2002,424.784308683918
"6693",81.16696,1,0.7562008,2002,4444.92629409094
"6694",82.30151,1,0.7967749,2002,3273.11614237461
"6695",79.67886,1,0.7726692,2002,2952.58605343384
"6696",66.80716,1,0.7454954,2002,2192.70527188741
"6697",34.90959,0,-0.1788052,2002,1885.88247783415
"6698",83.21449,1,0.7186576,2002,1475.71546596957
"6699",42.56476,0,-0.219777,2002,2295.72187637292
"6700",70.27055,1,0.5285163,2002,3450.08318805375
"6701",31.19132,0,-0.0238225,2002,4634.26911236096
"6702",35.68014,0,-0.1273007,2002,3282.36284403478
"6703",69.24535,1,0.9994652,2002,1328.18527312727
"6704",29.74045,0,-0.3235486,2002,2158.9646244055
"6705",25.86325,0,-0.479732,2002,2006.43151399361
"6706",31.03859,0,-0.064508,2002,197.150872367063
"6707",29.38563,0,-0.3347163,2002,1980.49943702087
"6708",62.41921,1,0.0979544,2002,1497.67726289923
"6709",45.20622,1,0.2912278,2002,595.678851385634
"6710",66.93977,1,0.4450791,2002,680.516429991196
"6711",45.76776,0,-0.1206198,2002,4666.8806844366
"6712",34.45221,1,0.0413604,2002,4107.28021293493
"6713",26.14678,0,-0.2687782,2002,2052.42513404731
"6714",25.1775,0,-0.2333064,2002,6970.96280521538
"6715",34.40343,0,-0.439043,2002,2856.30138708486
"6716",53.12535,0,-0.3295972,2002,1376.60173457481
"6717",46.02338,0,-0.073836,2002,2634.36131515138
"6718",51.15132,1,0.103741,2002,2177.61258928245
"6719",42.64539,0,-0.2572718,2002,2650.24163724164
"6720",45.74337,0,-0.1171135,2002,1159.23033162118
"6721",53.41436,1,0.2913195,2002,2137.46495807877
"6722",43.07173,0,-0.2472564,2002,1272.71705767349
"6723",37.78212,0,-0.3959087,2002,690.352963471542
"6724",37.52068,0,-0.3809543,2002,1492.66820592566
"6725",50.18255,1,0.0318519,2002,1137.51003057237
"6726",36.99984,0,-0.1232197,2002,1221.88003889692
"6727",34.74533,0,-0.1593052,2002,2380.65098083637
"6728",29.17442,0,-0.3632708,2002,4071.11581450957
"6729",48.38873,0,-0.0864297,2002,4320.84326308859
"6730",51.11131,1,0.1074697,2002,2274.6281056775
"6731",21.70563,0,-0.4710165,2002,1253.81540747793
"6732",26.44713,0,-0.4545574,2002,3644.45958956495
"6733",50.28238,0,-0.4513102,2002,3693.27957763818
"6734",86.81924,1,0.6655058,2002,1704.32902578347
"6735",63.80661,1,0.2327024,2002,2837.04834461389
"6736",52.00674,1,0.4686223,2002,2426.74045479541
"6737",23.15615,0,-0.2893502,2002,3368.2404119874
"6738",54.15826,0,-0.3723237,2002,1613.50151315412
"6739",65.71591,1,0.5161337,2002,1126.1349727753
"6740",78.56763,1,0.7458289,2002,5064.10108093134
"6741",69.26771,1,0.3023475,2002,2357.77879094913
"6742",33.79753,0,-0.213951,2002,4783.48829388094
"6743",73.52544,1,0.7422876,2002,2289.50014756419
"6744",51.71081,0,-0.0645691,2002,2256.40322283858
"6745",67.56283,1,0.3859573,2002,3740.16301878594
"6746",99.13332,1,0.9781138,2002,3525.59271957587
"6747",98.827,1,0.9768418,2002,4285.53191986134
"6748",98.99235,1,0.5378715,2002,2133.19576846644
"6749",60.14516,1,0.9603224,2002,942.04737004163
"6750",68.26897,1,0.4214702,2002,4983.41425621388
"6751",98.23659,1,0.978785,2002,1702.31181133021
"6752",99.55944,1,0.9856485,2002,1032.84741072042
"6753",99.45495,1,0.5802795,2002,368.072187201427
"6754",69.20333,1,0.4848404,2002,3620.08230700667
"6755",67.67391,1,0.1801603,2002,2443.23346083859
"6756",27.70169,0,-0.3117772,2002,1035.42572798417
"6757",28.32332,0,-0.3193696,2002,2297.15708760265
"6758",30.17299,0,-0.3887289,2002,2830.00680860746
"6759",91.55989,1,0.5036551,2002,185.716900317371
"6760",29.31227,0,-0.3871505,2002,3325.47536699586
"6761",38.61348,0,-0.2543007,2002,2985.03549555771
"6762",30.75495,0,-0.000373,2002,1943.45334321963
"6763",39.87813,1,0.2520315,2002,1772.66379276849
"6764",35.52008,1,0.3121313,2002,5808.97854785187
"6765",39.65518,0,-0.1525847,2002,708.881290980505
"6766",68.25709,1,0.3219208,2002,2136.53824406105
"6767",91.60837,1,0.3257865,2002,3940.79672272725
"6768",83.20638,1,0.7980728,2002,1383.74444466432
"6769",72.20768,1,0.7954155,2002,5259.84472603998
"6770",34.65084,0,-0.1479022,2002,6277.01956911912
"6771",42.22304,0,-0.0005365,2002,4215.34587755347
"6772",27.87643,0,-0.3778984,2002,2910.2751309056
"6773",62.22008,1,0.1714971,2002,2224.75682820728
"6774",67.02502,1,0.4641988,2002,1779.8100247616
"6775",35.06223,1,0.0152884,2002,1087.65799979428
"6776",65.27052,1,0.394076,2002,1583.42840191887
"6777",68.64661,1,0.4204863,2002,2079.57929694669
"6778",24.1961,0,-0.4123804,2002,2673.44598516905
"6779",55.14444,1,0.3386303,2002,3225.41520403407
"6780",34.76325,0,-0.4741708,2002,2956.13229073615
"6781",75.21066,1,0.1834561,2002,1058.66921741388
"6782",70.10861,1,0.5366504,2002,4324.00474943483
"6783",31.03469,0,-0.1291175,2002,3077.48657393065
"6784",59.05945,1,0.1817206,2002,4072.4205733048
"6785",67.63953,1,0.3565466,2002,3361.42317052372
"6786",65.87902,1,0.4022926,2002,1961.18264518121
"6787",35.17839,0,-0.0407502,2002,4932.90524166907
"6788",22.99775,0,-0.4993666,2002,2028.13315179614
"6789",26.91468,0,-0.4036425,2002,3163.51253938134
"6790",28.54688,0,-0.2096122,2002,3904.77558570751
"6791",32.66711,0,-0.0522431,2002,820.018086711992
"6792",32.98478,0,-0.3475473,2002,3012.49470439741
"6793",53.72137,1,0.0750016,2002,2034.52532588459
"6794",19.97465,0,-0.346179,2002,2720.81762615192
"6795",NA,NA,NA,NA,NA
"6796",38.48243,0,-0.0780097,2002,2165.58117960504
"6797",40.85642,0,-0.1554528,2002,5166.54409246228
"6798",92.73683,1,0.5503889,2002,4810.58045736657
"6799",28.2792,0,-0.3444597,2002,1631.31407945514
"6800",33.92239,0,-0.1612832,2002,2383.29252704879
"6801",32.1094,0,-0.2813245,2002,2456.68766355474
"6802",38.28052,0,-0.3494324,2002,2930.583061412
"6803",66.45987,1,0.3776185,2002,4511.86054230925
"6804",40.91704,0,-0.0600605,2002,1628.31146549733
"6805",66.83482,1,0.3670977,2002,1493.93858597992
"6806",69.7635,1,0.3795406,2002,4532.06679885198
"6807",84.45176,1,0.7539675,2002,1973.8918974942
"6808",26.39238,0,-0.384103,2002,1665.66423425877
"6809",61.03557,1,0.0021704,2002,1596.24445942152
"6810",78.29636,1,0.6009842,2002,5437.01600327885
"6811",44.65813,0,-0.070888,2002,1161.45847206417
"6812",43.71704,0,-0.1622557,2002,2598.1061891872
"6813",50.22677,0,-0.1490835,2002,2142.67601466591
"6814",58.47762,1,0.13019,2002,6687.62067946862
"6815",27.22036,0,-0.1968947,2002,3721.27209630939
"6816",56.25134,1,0.2164869,2002,1285.78057114037
"6817",92.32391,1,0.3780588,2002,1329.86691902813
"6818",73.29269,1,0.4914254,2002,1279.97480224083
"6819",76.07178,1,0.6661441,2002,2087.76674434727
"6820",65.70779,1,0.3687566,2002,2325.92101082435
"6821",97.82908,1,0.8503481,2002,3299.55719816699
"6822",86.55586,1,0.8047894,2002,738.904096731404
"6823",95.80621,1,0.7694389,2002,650.713471246922
"6824",28.32014,0,-0.3069645,2002,1443.16435147215
"6825",75.2524,1,0.5122437,2002,6191.15555162779
"6826",88.45819,1,0.8669457,2002,4260.20543219651
"6827",92.07364,1,0.9215313,2002,2411.83364633139
"6828",62.6075,1,0.7942071,2002,2059.92549488726
"6829",92.04018,1,0.3649991,2002,2493.02514491523
"6830",25.97567,0,-0.24947,2002,3905.49886791931
"6831",23.98499,0,-0.1752721,2002,4774.28011131823
"6832",75.08773,1,0.4879918,2002,4472.885857698
"6833",64.18712,0,-0.3580711,2002,4552.74065340579
"6834",26.64087,0,-0.3965938,2002,1807.07423520739
"6835",22.42463,1,0.2495333,2002,2168.14182831553
"6836",27.49038,0,-0.385931,2002,1413.41574217957
"6837",62.45555,1,0.3306823,2002,4757.32243072012
"6838",21.26083,1,0.2251643,2002,4312.4559681094
"6839",63.73763,1,0.3276083,2002,1899.07266198232
"6840",65.35996,1,0.1736116,2002,1309.15742503506
"6841",61.18373,1,0.2500169,2002,3014.512230905
"6842",29.81006,0,-0.9280837,2002,2433.79865030641
"6843",71.1312,1,0.4080795,2002,166.342289603126
"6844",44.62454,0,-0.1103144,2002,7037.9143353606
